,attendance,away_conference,away_division,away_id,away_line_scores,away_points,away_post_win_prob,away_postgame_elo,away_pregame_elo,away_team,completed,conference_game,excitement_index,highlights,home_conference,home_division,home_id,home_line_scores,home_points,home_post_win_prob,home_postgame_elo,home_pregame_elo,home_team,id,neutral_site,notes,season,season_type,start_date,start_time_tbd,venue,venue_id,week
2550,,CAA,fcs,227,"[7, 7, 7, 9]",30,,,,Rhode Island,True,True,,,CAA,fcs,2729,"[0, 14, 7, 10]",31,,,,William & Mary,401424390,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Zable Stadium,3998,9
2551,,CIAA,ii,2940,"[6, 0, 0, 6]",12,,,,Livingstone,True,True,,,CIAA,ii,395,"[0, 0, 7, 0]",7,,,,St. Augustine's,401430725,False,,2022,regular,2022-10-29T17:00:00.000Z,False,George Williams Athletic Complex,6068,9
2552,,CIAA,ii,2304,"[0, 0, 0, 7]",7,,,,Johnson C Smith,True,True,,,CIAA,ii,2736,"[0, 0, 14, 14]",28,,,,Winston-Salem,401430720,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Bowman Gray Stadium,3649,9
2553,,NEWMAC,iii,2557,"[3, 0, 14, 14]",31,,,,Coast Guard,True,True,,,NEWMAC,iii,109,"[7, 10, 0, 7]",24,,,,MIT,401438631,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Henry G. Steinbrenner '27 Stadium,5926,9
2554,,CAA,fcs,2619,"[0, 0, 0, 14]",14,0.0010577598380099307,,,Stony Brook,True,True,2.2729255081,,CAA,fcs,399,"[21, 17, 21, 0]",59,0.9989422401619901,,,Albany,401424440,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Bob Ford Field,4419,9
2555,,Big South,fcs,2097,"[28, 0, 3, 7]",38,,,,Campbell,True,True,,,Big South,fcs,2448,"[10, 0, 20, 15]",45,,,,North Carolina A&T,401428193,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Aggie Stadium,3603,9
2556,,CAA,fcs,2261,"[0, 3, 7, 0]",10,0.007874294143491167,,,Hampton,True,True,5.4592556359,,CAA,fcs,222,"[7, 3, 7, 7]",24,0.9921257058565088,,,Villanova,401424441,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Villanova Stadium,717,9
2557,,CAA,fcs,119,"[18, 10, 7, 17]",52,0.6717991699001178,,,Towson,True,True,4.2745218724,,CAA,fcs,2405,"[14, 6, 6, 22]",48,0.32820083009988216,,,Monmouth,401424409,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Kessler Stadium,5389,9
2558,,Pioneer,fcs,2674,"[14, 0, 7, 3]",24,0.003296963355124638,,,Valparaiso,True,True,7.5876210931,,Pioneer,fcs,2168,"[14, 3, 7, 7]",31,0.9967030366448754,,,Dayton,401421108,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Welcome Stadium,3988,9
2559,,NESCAC,iii,340,"[0, 3, 0, 0]",3,,,,Bowdoin,True,True,,,NESCAC,iii,2977,"[0, 21, 10, 7]",38,,,,Trinity (CT),401435128,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Jessee/Miller Field,6131,9
2560,,Ivy,fcs,172,"[0, 3, 6, 0]",9,0.24254921736330304,,,Cornell,True,True,4.2868737004,,Ivy,fcs,163,"[0, 12, 9, 14]",35,0.757450782636697,,,Princeton,401415409,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Princeton University Stadium,3881,9
2561,,South Atlantic,ii,351,"[7, 10, 0, 7]",24,,,,Wingate,True,True,,,South Atlantic,ii,2331,"[0, 7, 7, 7]",21,,,,Lenoir-Rhyne,401433121,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Helen and Leonard Moretz Stadium,6553,9
2562,,Michigan,iii,126,"[14, 0, 0, 6]",20,,,,Kalamazoo,True,True,,,Michigan,iii,2812,"[14, 28, 10, 14]",66,,,,Hope,401431204,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Ray and Sue Smith Stadium,3755,9
2563,,Michigan,iii,2800,"[28, 7, 7, 7]",49,,,,Alma College,True,True,,,Michigan,iii,354,"[0, 0, 14, 21]",35,,,,Olivet College,401431201,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Cutler Field,6100,9
2564,,Centennial,iii,2700,"[3, 0, 0, 0]",3,,,,McDaniel College,True,True,,,Centennial,iii,323,"[0, 0, 0, 14]",14,,,,Moravian,401432535,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Rocco Calvo Field,6086,9
2565,,Liberty League,iii,2528,"[0, 0, 3, 7]",10,,,,Rensselaer,True,True,,,Liberty League,iii,175,"[0, 7, 3, 3]",13,,,,Ithaca,401432557,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Butterfield Stadium,5862,9
2566,,Mid Atlantic,iii,2725,"[7, 6, 6, 7]",26,,,,Widener,True,True,,,Mid Atlantic,iii,388,"[0, 6, 2, 12]",20,,,,Lebanon Valley,401438647,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Arnold Field (PA),3621,9
2567,,New Jersey,iii,2827,"[7, 10, 0, 6]",23,,,,Rowan,True,True,,,New Jersey,iii,2532,"[14, 0, 7, 7]",28,,,,Salisbury,401438690,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Sea Gull Stadium,6114,9
2568,,NESCAC,iii,121,"[7, 7, 7, 7]",28,,,,Bates College,True,True,,,NESCAC,iii,2731,"[13, 14, 7, 7]",41,,,,Williams,401445805,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Farley-Lamb Field,6151,9
2569,,USA South,iii,291,"[9, 13, 0, 14]",36,,,,Methodist,True,True,,,USA South,iii,2896,"[7, 10, 6, 0]",23,,,,Southern Virginia,401439561,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Knight Stadium,6117,9
2570,,NEWMAC,iii,81,"[10, 0, 7, 10]",27,,,,Springfield,True,True,,,NEWMAC,iii,2383,"[7, 3, 3, 0]",13,,,,Merchant Marine,401435146,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Brooks Stadium (NY),5997,9
2571,,Upper Midwest,iii,433,"[0, 0, 0, 16]",16,,,,Westminster,True,True,,,Upper Midwest,iii,109418,"[0, 0, 6, 6]",12,,,,Finlandia University,401432867,True,,2022,regular,2022-10-29T17:00:00.000Z,False,McAfee Field,5844,9
2572,,Commonwealth Coast,iii,2776,"[0, 6, 0, 6]",12,,,,Salve Regina,True,True,,,Commonwealth Coast,iii,111675,"[3, 17, 3, 7]",30,,,,University of New England,401431064,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Blue Storm Stadium,6135,9
2573,,Northeast 10,ii,2441,"[7, 6, 0, 0]",13,,,,New Haven,True,True,,,Northeast 10,ii,2038,"[7, 7, 0, 0]",14,,,,Assumption,401437190,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Multi-Sport Stadium,3848,9
2574,,Old Dominion,iii,2258,"[7, 0, 7, 7]",21,,,,Guilford,True,True,,,Old Dominion,iii,297,"[7, 7, 7, 7]",28,,,,Hampden-Sydney,401432723,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Lewis C. Everett Stadium,5896,9
2575,,Pennsylvania State Athletic,ii,2188,"[0, 17, 0, 6]",23,,,,East Stroudsburg,True,True,,,Pennsylvania State Athletic,ii,2559,"[0, 0, 13, 3]",16,,,,Shippensburg,401433051,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Seth Grove Stadium,4429,9
2576,,CIAA,ii,2075,"[7, 6, 7, 16]",36,,,,Bowie State,True,True,,,CIAA,ii,2207,"[0, 14, 7, 8]",29,,,,Elizabeth City State,401429858,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Roebuck Stadium,5941,9
2577,,CIAA,ii,330,"[0, 14, 13, 15]",42,,,,Virginia State,True,True,,,CIAA,ii,2339,"[0, 7, 14, 0]",21,,,,Lincoln (PA),401430692,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Lincoln University Stadium,3808,9
2578,,New Jersey,iii,3112,"[7, 0, 0, 7]",14,,,,Christopher Newport,True,True,,,New Jersey,iii,2818,"[0, 7, 0, 6]",13,,,,Montclair State,401432634,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Sprague Field,6085,9
2579,,North Coast,iii,83,"[14, 14, 24, 6]",58,,,,DePauw,True,True,,,North Coast,iii,352,"[0, 14, 0, 21]",35,,,,Kenyon,401432586,False,,2022,regular,2022-10-29T17:00:00.000Z,False,McBride Field,5906,9
2580,,SIAC,ii,2657,"[0, 7, 7, 14]",28,,,,Tuskegee,True,True,,,SIAC,ii,2310,"[0, 0, 7, 0]",7,,,,Kentucky State,401432366,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Alumni Stadium (KY),6042,9
2581,,Pioneer,fcs,2181,"[7, 3, 6, 8]",24,0.8499192785538952,,,Drake,True,True,6.3708399238,,Pioneer,fcs,56,"[10, 0, 0, 7]",17,0.1500807214461049,,,Stetson,401423156,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Spec Martin Municipal Stadium,4416,9
2582,,Pioneer,fcs,301,"[7, 14, 14, 7]",42,0.007081305837344121,,,San Diego,True,True,11.9303185125,,Pioneer,fcs,2900,"[7, 14, 14, 14]",49,0.9929186941626559,,,St. Thomas (MN),401421099,False,,2022,regular,2022-10-29T17:00:00.000Z,False,O'Shaughnessy Stadium,5116,9
2583,,Centennial,iii,118,"[0, 12, 6, 6]",24,,,,Johns Hopkins,True,True,,,Centennial,iii,216,"[7, 7, 9, 3]",26,,,,Susquehanna,401431036,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Amos Alonzo Stagg Field (PA),6124,9
2584,,Big South,fcs,2127,"[0, 7, 7, 6]",20,0.5716832920244153,,,Charleston Southern,True,False,6.2530831106,,Atlantic Sun,fcs,338,"[3, 10, 7, 10]",30,0.4283167079755847,,,Kennesaw State,401418649,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Fifth Third Bank Stadium,4899,9
2585,,CAA,fcs,257,"[21, 0, 7, 3]",31,0.9939738174228782,,,Richmond,True,True,3.5674747418,,CAA,fcs,311,"[0, 7, 0, 14]",21,0.006026182577121856,,,Maine,401424442,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Alfond Stadium,3607,9
2586,,North Coast,iii,2274,"[3, 14, 0, 6]",23,,,,Hiram,True,True,,,North Coast,iii,89,"[21, 21, 14, 3]",59,,,,Wabash College,401432578,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Little Giant Stadium,5123,9
2587,,Patriot,fcs,2230,"[10, 14, 7, 14, 7]",52,0.11836263614516784,,,Fordham,True,True,11.0436057583,,Patriot,fcs,107,"[14, 7, 7, 17, 8]",53,0.8816373638548322,,,Holy Cross,401425415,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Fitton Field,3722,9
2588,,GLIAC,ii,125,"[14, 7, 14, 7]",42,,,,Grand Valley State,True,True,,,GLIAC,ii,2392,"[0, 7, 0, 0]",7,,,,Michigan Tech,401431539,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Sherman Field,3927,9
2589,,CIAA,ii,2804,"[7, 0, 6, 13]",26,,,,Chowan,True,True,,,CIAA,ii,2676,"[7, 0, 7, 7]",21,,,,Virginia Union,401430707,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Hovey Field,6032,9
2590,,Northern Sun,ii,559,"[3, 7, 7, 6]",23,,,,University of Mary,True,True,,,Northern Sun,ii,3066,"[0, 0, 7, 6]",13,,,,Concordia-St. Paul,401432427,False,,2022,regular,2022-10-29T17:00:00.000Z,False,Sea Foam Stadium,5933,9
2591,,Ivy,fcs,108,"[7, 7, 7, 7]",28,0.9994830436263323,,,Harvard,True,True,4.4532720742,,Ivy,fcs,159,"[0, 13, 0, 0]",13,0.0005169563736677074,,,Dartmouth,401418600,False,,2022,regular,2022-10-29T17:30:00.000Z,False,Memorial Field,3826,9
2592,,Southern,fcs,2193,"[3, 14, 10, 14]",41,0.001439668797746707,,,East Tennessee State,True,True,7.3551238628,,Southern,fcs,2747,"[7, 10, 10, 21]",48,0.9985603312022533,,,Wofford,401413209,False,,2022,regular,2022-10-29T17:30:00.000Z,False,Gibbs Stadium,3737,9
2593,,Southern,fcs,2382,"[7, 24, 14, 10]",55,0.9996563033773727,,,Mercer,True,True,2.2630068378,,Southern,fcs,2678,"[0, 0, 14, 0]",14,0.0003436966226272928,,,VMI,401422926,False,,2022,regular,2022-10-29T17:30:00.000Z,False,Alumni Memorial Field,3597,9
2594,,North Coast,iii,2746,"[21, 9, 10, 3]",43,,,,Wittenberg,True,True,,,North Coast,iii,2748,"[0, 7, 14, 23]",44,,,,Wooster,401435116,False,,2022,regular,2022-10-29T17:30:00.000Z,False,John P. Papp Stadium,6127,9
2595,,South Atlantic,ii,101784,"[7, 7, 0, 0]",14,,,,Erskine,True,False,,,South Atlantic,ii,2839,"[0, 21, 14, 14]",49,,,,Tusculum,401431873,False,,2022,regular,2022-10-29T17:30:00.000Z,False,Pioneer Field (TN),6078,9
2596,,Ohio,iii,427,"[0, 3, 7, 0]",10,,,,Ohio Northern,True,True,,,Ohio,iii,317,"[7, 7, 7, 6]",27,,,,Marietta,401432691,False,,2022,regular,2022-10-29T17:30:00.000Z,False,Don Drumm Stadium,5931,9
2597,,Ohio,iii,191,"[21, 14, 13, 9]",57,,,,Heidelberg,True,True,,,Ohio,iii,2733,"[7, 0, 0, 0]",7,,,,Wilmington (OH),401438676,False,,2022,regular,2022-10-29T17:30:00.000Z,False,Wiliams Stadium (OH),6152,9
2598,,Ohio,iii,188,"[14, 17, 14, 3]",48,,,,Baldwin-Wallace,True,True,,,Ohio,iii,424,"[0, 0, 0, 7]",7,,,,Capital,401432668,False,,2022,regular,2022-10-29T17:30:00.000Z,False,Bernlohr Stadium,5812,9
2599,,Big South,fcs,2803,"[14, 9, 6, 11]",40,0.05399705228278251,,,Bryant,True,True,6.3889324677,,Big South,fcs,2241,"[14, 14, 14, 6]",48,0.9460029477172175,,,Gardner-Webb,401428220,False,,2022,regular,2022-10-29T17:30:00.000Z,False,Ernest W. Spangler Stadium,3710,9
2600,,Heartland,iii,2074,"[0, 7, 14, 0]",21,,,,Bluffton,True,True,,,Heartland,iii,2419,"[35, 14, 14, 7]",70,,,,Mount St. Joseph,401431141,False,,2022,regular,2022-10-29T17:30:00.000Z,False,Schueler Field,6088,9
2601,,Heartland,iii,2262,"[13, 21, 14, 14]",62,,,,Hanover,True,True,,,Heartland,iii,2023,"[3, 0, 0, 0]",3,,,,Anderson (IN),401431134,False,,2022,regular,2022-10-29T17:30:00.000Z,False,Macholtz Stadium,5793,9
2602,,Ohio,iii,2302,"[10, 10, 8, 21]",49,,,,John Carroll,True,True,,,Ohio,iii,332,"[0, 7, 7, 0]",14,,,,Muskingum,401432677,False,,2022,regular,2022-10-29T17:30:00.000Z,False,Sherman Field at McConagha Stadium,6090,9
2603,,Heartland,iii,190,"[7, 7, 7, 14]",35,,,,Defiance,True,True,,,Heartland,iii,86,"[28, 34, 7, 7]",76,,,,Rose-Hulman,401431149,False,,2022,regular,2022-10-29T17:30:00.000Z,False,Cook Stadium,6111,9
2604,,Heartland,iii,2233,"[7, 10, 7, 0]",24,,,,Franklin,True,True,,,Heartland,iii,2362,"[6, 0, 0, 0]",6,,,,Manchester,401431124,False,,2022,regular,2022-10-29T17:30:00.000Z,False,Carl W. Burt Memorial Stadium,5930,9
2605,,American Rivers,iii,2685,"[13, 24, 14, 14]",65,,,,Wartburg,True,True,,,American Rivers,iii,63,"[0, 0, 0, 0]",0,,,,Buena Vista,401430929,False,,2022,regular,2022-10-29T18:00:00.000Z,False,J. Leslie Rollins Stadium,5809,9
2606,,Southern Athletic,iii,2398,"[0, 0, 0, 0]",0,,,,Millsaps,True,True,,,Southern Athletic,iii,2757,"[14, 14, 21, 7]",56,,,,Berry College,401432800,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Valhalla Stadium,4422,9
2607,,ECFC,iii,110438,"[0, 13, 0, 6]",19,,,,Dean College,True,True,,,ECFC,iii,2951,"[0, 0, 21, 9]",30,,,,SUNY Maritime,401460110,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Reinhart Field,3889,9
2608,,American Rivers,iii,2964,"[7, 7, 14, 3]",31,,,,Central,True,True,,,American Rivers,iii,2141,"[14, 6, 14, 3]",37,,,,Coe,401430957,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Clark Field,5823,9
2609,,Wisconsin,iii,272,"[0, 7, 6, 3, 3, 3, 0]",22,,,,Wisconsin-Platteville,True,True,,,Wisconsin,iii,2744,"[3, 3, 7, 3, 3, 3, 2]",24,,,,UW-Stout,401432901,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Don and Nona Williams Stadium,5900,9
2610,,Old Dominion,iii,2516,"[7, 14, 7, 7]",35,,,,Randolph-Macon,True,True,,,Old Dominion,iii,2688,"[7, 7, 0, 7]",21,,,,Washington & Lee,401432738,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Wilson Field,6138,9
2611,,Minnesota,iii,133,"[0, 0, 7, 10]",17,,,,St. Olaf College,True,True,,,Minnesota,iii,2802,"[0, 10, 7, 21]",38,,,,Bethel (MN),401431253,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Royal Stadium,5804,9
2612,,CCIW,iii,2106,"[0, 0, 14, 0]",14,,,,Carthage,True,False,,,Midwest,iii,32,"[14, 17, 14, 14]",59,,,,Carroll (WI),401431074,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Schneider Stadium,5815,9
2613,,American Southwest,iii,2588,"[6, 14, 13, 7]",40,,,,Southwestern University,True,True,,,American Southwest,iii,2045,"[7, 0, 7, 15]",29,,,,Austin College,401431020,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Jerry E. Apple Stadium,5798,9
2614,,Minnesota,iii,2101,"[3, 0, 0, 6]",9,,,,Carleton,True,True,,,Minnesota,iii,2968,"[9, 3, 9, 7]",28,,,,Gustavus Adolphus,401435101,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Hollingsworth Field,5893,9
2615,,USA South,iii,2256,"[0, 0, 0, 0]",0,,,,Greensboro,True,True,,,USA South,iii,2938,"[21, 14, 0, 7]",42,,,,Huntingdon,401435199,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Charles Lee Field at Samford Stadium,3915,9
2616,,Southern Athletic,iii,418,"[0, 0, 0, 7]",7,,,,Hendrix College,True,True,,,Southern Athletic,iii,3,"[0, 0, 0, 30]",30,,,,Birmingham-Southern,401432815,False,,2022,regular,2022-10-29T18:00:00.000Z,False,General Charles C. Krulak Stadium,3871,9
2617,,Minnesota,iii,2600,"[14, 21, 14, 7]",56,,,,St. Johns (MN),True,True,,,Minnesota,iii,375,"[0, 0, 6, 0]",6,,,,St. Scholastica,401432860,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Public Schools Stadium,6122,9
2618,,Wisconsin,iii,2740,"[14, 14, 0, 10]",38,,,,Wisconsin-La Crosse,True,True,,,Wisconsin,iii,271,"[0, 10, 13, 12]",35,,,,UW-Oshkosh,401432893,False,,2022,regular,2022-10-29T18:00:00.000Z,False,J.J. Keller Field at Titan Stadium,5120,9
2619,,USA South,iii,2913,"[0, 7, 7, 10]",24,,,,Brevard College,True,True,,,USA South,iii,2373,"[7, 0, 7, 7]",21,,,,Maryville TN,401432878,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Lloyd L. Thornton Stadium,5932,9
2620,,Northern Sun,ii,2364,"[21, 10, 0, 7]",38,,,,Minnesota State,True,True,,,Northern Sun,ii,2894,"[7, 14, 3, 0]",24,,,,Sioux Falls,401432958,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Bob Young Field,6070,9
2621,,South Atlantic,ii,2107,"[0, 0, 7, 14]",21,,,,Catawba,True,False,,,South Atlantic,ii,122666,"[10, 0, 7, 21]",38,,,,Barton College,401433114,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Electric Supply Company Field,7075,9
2622,,Rocky Mountain,ii,2424,"[0, 3, 0, 0]",3,,,,New Mexico Highlands,True,True,,,Rocky Mountain,ii,2123,"[3, 7, 7, 0]",17,,,,Chadron State,401433084,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Elliott Field at Don Beebe Stadium,5880,9
2623,,Rocky Mountain,ii,2001,"[0, 3, 10, 7]",20,,,,Adams State,True,True,,,Rocky Mountain,ii,613,"[3, 7, 7, 6]",23,,,,South Dakota Mines,401433067,False,,2022,regular,2022-10-29T18:00:00.000Z,False,O'Harra Stadium,3860,9
2624,,Mid America,ii,2876,"[0, 7, 0, 7]",14,,,,Lincoln (MO),True,True,,,Mid America,ii,2118,"[19, 21, 7, 14]",61,,,,Central Missouri State,401431923,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Audrey J. Walton Stadium at Vernon Kennedy Field,4724,9
2625,,Lone Star,ii,2704,"[3, 17, 7, 10]",37,,,,West Texas A&M,True,True,,,Lone Star,ii,2703,"[7, 13, 14, 7]",41,,,,Western New Mexico,401431913,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Ben Altamirano Field,3633,9
2626,,Mid America,ii,2403,"[13, 0, 8, 6]",27,,,,Missouri Southern State,True,True,,,Mid America,ii,137,"[7, 14, 3, 7]",31,,,,Missouri Western,401431950,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Craig Field at Spratt Memorial Stadium,6055,9
2627,,Great Lakes,ii,2586,"[7, 21, 21, 0]",49,,,,Southwest Baptist,True,True,,,Great Lakes,ii,2816,"[7, 10, 7, 7]",31,,,,McKendree,401431506,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Leemon Field,6047,9
2628,,Great Lakes,ii,2654,"[7, 17, 28, 7]",59,,,,Truman State,True,True,,,Great Lakes,ii,2825,"[10, 9, 7, 6]",32,,,,Quincy,401431522,False,,2022,regular,2022-10-29T18:00:00.000Z,False,QU Stadium,3723,9
2629,,Rocky Mountain,ii,2237,"[0, 0, 0, 0]",0,,,,Fort Lewis,True,True,,,Rocky Mountain,ii,2069,"[17, 20, 21, 17]",75,,,,Black Hills State,401433078,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Lyle Hare Stadium,5877,9
2630,,Great Lakes,ii,2911,"[3, 20, 0, 0]",23,0.0018312004515357305,,,William Jewell College,True,False,4.7137376592,,OVC,fcs,2815,"[20, 13, 7, 24]",64,0.9981687995484643,,,Lindenwood,401433395,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Hunter Stadium,3749,9
2631,,MVFC,fcs,233,"[7, 3, 7, 7]",24,0.0061730696381882,,,South Dakota,True,True,3.2917017208,,MVFC,fcs,2754,"[10, 28, 7, 0]",45,0.9938269303618118,,,Youngstown State,401420826,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Stambaugh Stadium,844,9
2632,,Conference USA,fbs,2429,"[7, 21, 21, 7]",56,0.994618005742967,1170,1049,Charlotte,True,True,2.6900829476,,Conference USA,fbs,242,"[14, 3, 0, 6]",23,0.005381994257032964,1104,1225,Rice,401426593,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Rice Stadium,3895,9
2633,,Southern,fcs,236,"[3, 7, 3, 7]",20,0.04037946630336098,,,Chattanooga,True,True,7.353126049,,Southern,fcs,231,"[7, 10, 7, 0]",24,0.959620533696639,,,Furman,401421133,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Paladin Stadium,3868,9
2634,,MSCAC,iii,402,"[0, 16, 7, 12]",35,,,,Worcester State College,True,True,,,MSCAC,iii,2843,"[7, 6, 7, 18]",38,,,,Western Connecticut State,401445797,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Westside Athletic Complex,6142,9
2635,,SWAC,fcs,2582,"[0, 0, 0, 0]",0,0.0033575121744483516,,,Southern,True,True,2.3315661072,,SWAC,fcs,2296,"[0, 22, 6, 7]",35,0.9966424878255516,,,Jackson State,401423950,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Mississippi Veterans Memorial Stadium,3976,9
2636,,American Rivers,iii,263,"[14, 12, 7, 7]",40,,,,Loras College,True,True,,,American Rivers,iii,67,"[7, 0, 0, 14]",21,,,,Luther,401430972,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Legacy Field in Carlson Stadium,5923,9
2637,,American Rivers,iii,6845,"[14, 6, 7, 14]",41,,,,Nebraska Wesleyan University,True,True,,,American Rivers,iii,2564,"[24, 27, 13, 10]",74,,,,Simpson College,401430980,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Bill Buxton Stadium,3635,9
2638,,American Southwest,iii,2758,"[7, 12, 0, 0]",19,,,,Howard Payne,True,True,,,American Southwest,iii,2810,"[0, 7, 14, 7]",28,,,,Hardin-Simmons,401431003,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Shelton Stadium,5114,9
2639,,American Southwest,iii,241,"[0, 0, 0, 27]",27,,,,McMurry,True,True,,,American Southwest,iii,2834,"[0, 0, 0, 33]",33,,,,Sul Ross State,401431012,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Jackson Field,6123,9
2640,,American Southwest,iii,2194,"[14, 10, 0, 14]",38,,,,East Texas Baptist,True,True,,,American Southwest,iii,2639,"[14, 7, 7, 7]",35,,,,Texas Lutheran,401431027,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Bulldog Stadium (TX),6125,9
2641,,CCIW,iii,75,"[0, 0, 0, 0]",0,,,,North Park,True,True,,,CCIW,iii,3071,"[21, 21, 10, 7]",59,,,,North Central,401431091,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Benedetti-Wehrli Stadium,980,9
2642,,CCIW,iii,74,"[3, 0, 0, 0]",3,,,,Millikin,True,True,,,CCIW,iii,396,"[7, 20, 22, 20]",69,,,,Wheaton College (Ill),401431105,False,,2022,regular,2022-10-29T18:00:00.000Z,False,McCully Stadium,5115,9
2643,,Midwest,iii,266,"[7, 0, 7, 0]",14,,,,Beloit College,True,True,,,Midwest,iii,2891,"[14, 20, 14, 7]",55,,,,Ripon,401431262,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Ingalls Field,6109,9
2644,,NACC,iii,2151,"[0, 7, 0, 0]",7,,,,Concordia (IL),True,True,,,NACC,iii,2741,"[13, 7, 0, 10]",30,,,,Wisconsin Lutheran,401431324,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Warrior Field at Raabe Stadium,5913,9
2645,,Minnesota,iii,2359,"[0, 16, 17, 0]",33,,,,Macalester,True,False,,,Minnesota,iii,162,"[0, 6, 0, 14]",20,,,,Hamline,401431245,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Klas Field,5895,9
2646,,MEAC,fcs,47,"[0, 14, 14, 21]",49,0.9408542508182377,,,Howard,True,True,6.1648338568,,MEAC,fcs,2450,"[7, 0, 7, 7]",21,0.059145749181762325,,,Norfolk State,401420793,False,,2022,regular,2022-10-29T18:00:00.000Z,False,"William Dick"""" Price Stadium""""",3991,9
2647,,Old Dominion,iii,2079,"[14, 10, 21, 7]",52,,,,Bridgewater (VA),True,True,,,Old Dominion,iii,366,"[0, 0, 8, 20]",28,,,,Ferrum,401432715,False,,2022,regular,2022-10-29T18:00:00.000Z,False,W.B. Adams Stadium,5843,9
2648,,Ohio,iii,426,"[7, 35, 14, 3]",59,,,,Mount Union,True,True,,,Ohio,iii,359,"[0, 0, 0, 0]",0,,,,Otterbein,401432687,False,,2022,regular,2022-10-29T18:00:00.000Z,False,"Memorial Stadium (Westerville, OH)",6101,9
2649,,Wisconsin,iii,2723,"[0, 6, 14, 7]",27,,,,UW-River Falls,True,True,,,Wisconsin,iii,2745,"[10, 17, 0, 3]",30,,,,UW-Whitewater,401435212,False,,2022,regular,2022-10-29T18:00:00.000Z,False,Perkins Stadium,4854,9
