game_id,school,conference,homeAway,points,completionAttempts,defensiveTDs,firstDowns,fourthDownEff,fumblesLost,fumblesRecovered,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,kickingPoints,netPassingYards,passesDeflected,passesIntercepted,passingTDs,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,qbHurries,rushingAttempts,rushingTDs,rushingYards,sacks,tackles,tacklesForLoss,thirdDownEff,totalFumbles,totalPenaltiesYards,totalYards,turnovers,yardsPerPass,yardsPerRushAttempt
401411109,Louisville,ACC,home,31,21-34,0,25,1-2,2,0,0,20,1,0,33,2,7,243,2,2,1,29:12,0,14,3,2,44,3,252,4,35,10,5-14,2,11-81,495,3,7.1,5.7
401411110,Boston College,ACC,home,38,25-37,0,22,0-0,0,2,0,49,0,0,78,3,8,320,6,2,2,33:17,0,25,3,6,33,3,111,3,40,3,6-14,0,2-15,431,0,8.6,3.4
401411110,Maine,CAA,away,17,21-43,0,17,0-2,1,0,,,2,0,168,6,5,289,2,,2,26:43,0,2,1,6,29,0,89,3,36,7,6-15,1,7-60,378,3,6.7,3.1
401411112,Duke,ACC,home,49,16-18,0,20,1-1,0,3,,,1,0,79,4,7,198,2,,2,28:17,0,41,2,1,35,4,222,4,31,11,7-9,2,6-55,420,1,11.0,6.3
401411112,North Carolina A&T,Big South,away,20,13-22,0,18,0-1,0,0,0,23,0,0,16,1,8,137,0,1,1,31:43,,,,0,41,1,217,1,24,4,8-14,2,4-20,354,0,6.2,5.3
401411113,Old Dominion,Sun Belt,away,14,23-37,0,20,1-2,1,4,,,0,0,28,1,2,235,6,,2,26:28,0,7,2,0,32,0,89,2,44,4,4-15,2,8-75,324,1,6.4,2.8
401411113,Virginia,ACC,home,16,20-37,0,26,1-1,3,1,,,0,0,37,1,10,284,6,,0,33:32,0,10,2,1,45,1,229,3,35,7,7-16,3,8-80,513,3,7.7,5.1
401411114,Virginia Tech,ACC,home,27,28-38,0,29,0-1,0,0,,,0,0,42,2,9,342,2,,2,34:58,0,11,3,1,41,1,133,3,26,4,7-13,,5-60,475,0,9.0,3.2
401411114,Wofford,Southern,away,7,14-20,0,12,0-0,0,0,,,0,,,,1,161,5,,0,25:02,0,1,1,1,24,1,38,1,44,4,3-11,1,3-26,199,0,8.1,1.6
401411115,Pittsburgh,ACC,away,34,9-12,1,23,0-0,1,0,1,22,0,0,75,4,10,179,3,3,1,38:36,0,-5,3,1,52,2,238,2,29,4,5-10,1,4-30,417,1,14.9,4.6
401411115,Western Michigan,Mid-American,home,13,7-19,0,10,1-1,0,1,,,3,0,36,2,7,130,2,,1,21:24,0,12,1,1,29,0,50,1,46,6,2-11,1,2-11,180,3,6.8,1.7
401411116,Virginia Tech,ACC,home,10,16-35,0,14,0-2,0,2,,,1,0,30,3,4,193,2,,1,21:16,,,,0,18,0,35,1,37,5,2-10,1,15-132,228,1,5.5,1.9
401411116,West Virginia,Big 12,away,33,20-30,1,31,1-1,1,0,1,27,0,,,,15,203,3,1,1,38:44,0,-2,1,5,46,1,218,1,20,3,4-13,2,6-69,421,1,6.8,4.7
401411117,Syracuse,ACC,home,22,22-33,0,21,0-0,3,2,0,5,1,0,70,2,16,277,7,1,0,34:50,0,12,2,8,38,1,75,4,41,6,5-15,3,12-91,352,4,8.4,2.0
401411117,Virginia,ACC,away,20,19-38,0,17,1-3,1,5,0,14,1,0,101,4,2,138,4,1,1,25:10,,,,1,29,2,149,6,52,8,3-12,1,12-105,287,2,3.6,5.1
401411118,Boston College,ACC,away,14,18-29,0,17,0-0,0,0,,,2,,,,2,140,4,,2,30:47,,,,5,34,0,95,0,29,5,4-13,,4-30,235,2,4.8,2.8
401411118,Florida State,ACC,home,44,19-31,1,21,1-3,0,0,0,0,0,1,93,1,8,350,3,2,1,29:13,0,18,1,2,35,4,180,3,28,6,5-12,,7-59,530,0,11.3,5.1
401411119,Louisville,ACC,home,41,19-30,0,28,3-4,1,2,0,0,0,,,,11,259,2,2,1,30:47,0,0,3,4,46,4,283,3,36,9,4-13,2,5-59,542,1,8.6,6.2
401411119,South Florida,American Athletic,away,3,13-28,0,11,1-3,1,2,,,2,0,42,2,3,110,5,,0,29:13,0,11,2,2,35,0,48,1,44,5,5-16,2,6-25,158,3,3.9,1.4
401411121,Pittsburgh,ACC,home,45,20-27,1,25,1-2,0,0,,,0,0,49,4,9,189,8,,0,35:09,1,75,3,2,41,5,271,4,21,7,10-14,2,9-97,460,0,7.0,6.6
401411121,Rhode Island,CAA,away,24,17-30,0,16,2-2,0,0,,,0,0,36,2,6,223,1,,1,24:51,0,0,1,3,22,2,63,0,26,2,5-13,,7-50,286,0,7.4,2.9
401411122,Georgia Tech,ACC,away,10,21-32,0,22,0-3,2,0,0,0,0,0,70,2,4,314,3,1,1,26:23,0,17,1,0,31,0,124,2,55,6,4-13,2,8-61,438,2,9.8,4.0
401411122,UCF,American Athletic,home,27,8-17,1,24,2-2,1,4,,,1,0,25,1,13,49,4,,0,33:37,1,72,4,4,56,1,284,4,47,9,5-16,2,3-30,333,2,2.9,5.1
401411123,Clemson,ACC,away,51,26-41,0,25,0-0,0,0,,,0,0,66,4,13,371,4,,5,37:34,0,0,1,2,46,1,188,3,40,6,16-23,1,10-120,559,0,9.0,4.1
401411123,Wake Forest,ACC,home,45,20-29,0,28,0-1,0,0,,,0,0,21,1,9,337,6,,6,22:26,0,5,2,8,39,0,110,1,46,6,5-12,1,3-45,447,0,11.6,2.8
401411124,Boston College,ACC,home,34,18-21,0,17,0-1,2,0,0,0,1,0,49,2,10,304,3,1,3,26:55,0,0,1,4,36,1,144,1,39,7,2-9,2,13-83,448,3,14.5,4.0
401411124,Louisville,ACC,away,33,20-36,0,23,0-3,0,2,0,6,1,0,57,3,9,205,0,1,1,33:05,,,,1,39,3,147,3,42,5,7-16,0,6-70,352,1,5.7,3.8
401411125,Clemson,ACC,home,30,21-30,0,20,0-0,0,1,0,4,0,0,22,1,12,209,5,1,1,33:20,0,15,2,5,38,2,145,3,34,5,6-14,1,9-95,354,0,7.0,3.8
401411125,NC State,ACC,away,20,28-48,0,20,1-2,1,0,,,1,0,29,2,8,245,2,,1,26:40,0,3,1,3,21,1,34,0,39,7,5-14,1,10-91,279,2,5.1,1.6
401411126,Duke,ACC,home,38,18-24,0,26,2-3,0,1,0,0,0,0,93,4,8,129,6,1,1,36:03,0,43,1,1,48,4,248,1,20,6,5-13,1,3-38,377,0,5.4,5.2
401411126,Virginia,ACC,away,17,19-37,0,19,0-0,1,0,,,1,0,98,4,5,202,1,,1,22:51,,,,2,25,1,93,1,26,7,8-14,1,6-87,295,2,5.5,3.7
401411127,Florida State,ACC,home,21,23-35,0,21,1-1,1,0,,,0,0,112,5,1,281,3,,3,25:28,0,34,1,4,28,0,112,4,47,9,4-11,3,11-96,393,1,8.0,4.0
401411127,Wake Forest,ACC,away,31,22-34,0,28,3-3,0,1,,,0,,,,7,234,4,,2,34:32,0,0,1,3,51,2,171,1,31,6,10-18,0,4-40,405,0,6.9,3.4
401411128,North Carolina,ACC,home,41,27-41,0,24,3-3,0,0,0,17,0,,,,11,367,5,1,3,28:17,0,16,1,3,32,2,160,2,42,3,6-15,2,4-25,527,0,9.0,5.0
401411128,Virginia Tech,ACC,away,10,20-35,0,14,1-2,0,0,,,1,0,40,2,4,174,3,,0,31:43,0,5,1,5,35,1,99,0,40,6,8-18,,3-22,273,1,5.0,2.8
401411129,Georgia Tech,ACC,away,26,11-27,0,17,0-1,0,4,0,0,0,0,4,1,14,102,7,1,1,31:04,,,,12,44,1,232,2,43,5,5-17,1,4-43,334,0,3.8,5.3
401411129,Pittsburgh,ACC,home,21,26-45,0,25,1-2,2,0,,,1,0,72,3,3,305,8,,3,28:56,0,26,5,6,31,0,106,4,38,11,2-12,2,12-75,411,3,6.8,3.4
401411130,Syracuse,ACC,home,59,18-18,1,26,1-1,0,0,1,0,0,0,23,1,11,243,1,1,2,25:49,0,19,3,1,39,5,388,3,29,9,6-9,,8-75,631,0,13.5,9.9
401411130,Wagner,NEC,away,0,2-6,0,4,0-0,0,0,,,1,0,34,2,,19,0,,0,24:11,,,,0,32,0,31,0,45,0,2-11,,3-25,50,1,3.2,1.0
401411131,Boston College,ACC,home,3,20-42,0,13,1-2,1,0,0,0,0,0,42,2,3,220,5,1,0,31:55,0,18,2,5,30,0,34,2,37,5,5-18,2,3-35,254,1,5.2,1.1
401411131,Clemson,ACC,away,31,18-31,0,18,0-0,0,2,,,1,0,0,1,7,220,8,,3,28:05,0,6,4,13,32,1,144,4,47,11,5-14,2,2-10,364,1,7.1,4.5
401411132,Duke,ACC,away,20,20-41,1,20,1-2,0,0,,,1,0,45,2,8,136,2,,1,29:56,1,158,4,3,33,0,142,1,43,5,6-17,,7-75,278,1,3.3,4.3
401411132,Georgia Tech,ACC,home,23,24-36,0,24,0-0,0,0,0,0,0,0,13,1,11,232,5,1,2,30:04,0,9,2,5,37,0,180,3,39,5,5-15,,8-88,412,0,6.4,4.9
401411133,Miami,ACC,home,24,42-57,0,30,3-6,1,0,0,1,1,0,115,5,6,496,4,2,3,28:46,0,6,1,1,24,0,42,5,43,9,5-14,1,3-30,538,2,8.7,1.8
401411133,North Carolina,ACC,away,27,19-28,0,22,2-3,0,2,0,0,2,0,36,1,9,309,1,1,2,31:14,,,,5,43,1,161,2,50,5,7-14,0,8-61,470,2,11.0,3.7
401411134,Florida State,ACC,away,17,15-30,0,15,0-1,0,0,0,0,2,0,13,1,5,181,3,1,1,26:36,0,51,1,4,28,1,206,1,33,7,5-13,,10-100,387,2,6.0,7.4
401411134,NC State,ACC,home,19,11-23,0,19,0-1,0,0,0,5,1,0,16,1,13,125,4,2,1,33:24,0,15,2,8,46,0,182,1,25,6,2-13,,8-70,307,1,5.4,4.0
401411135,Pittsburgh,ACC,home,45,15-28,0,24,0-1,0,2,0,1,1,0,44,3,9,170,6,1,0,32:31,,,,10,43,6,326,3,32,4,5-15,0,9-76,496,1,6.1,7.6
401411135,Virginia Tech,ACC,away,29,25-47,1,21,0-0,1,0,0,0,1,,,,5,277,4,1,1,27:29,1,17,6,6,30,2,126,1,33,11,4-16,1,8-74,403,2,5.9,4.2
401411136,Louisville,ACC,away,34,17-30,0,24,1-1,0,1,0,4,2,,,,10,275,2,2,1,34:54,0,4,3,0,46,3,198,6,42,8,8-15,0,5-55,473,2,9.2,4.3
401411136,Virginia,ACC,home,17,24-34,0,18,1-3,1,0,0,26,2,0,37,3,5,313,4,2,1,25:06,0,0,1,3,25,1,6,0,38,0,3-12,1,8-66,319,3,9.2,0.2
401411137,Duke,ACC,home,35,20-31,0,27,0-2,0,2,,,1,0,26,1,5,245,2,,1,35:28,0,3,1,2,42,4,297,3,31,4,4-9,0,8-85,542,1,7.9,7.1
401411137,North Carolina,ACC,away,38,28-39,0,29,1-1,2,0,0,0,0,0,24,1,8,380,6,1,3,24:32,0,2,1,1,35,2,156,1,35,3,8-13,3,8-61,536,2,9.7,4.5
401411138,Clemson,ACC,away,34,15-23,0,18,1-1,0,1,,,0,0,69,1,10,203,4,,3,31:14,,,,6,44,1,167,2,30,9,9-17,0,8-72,370,0,8.8,3.8
401411138,Florida State,ACC,home,28,24-42,0,28,1-4,1,0,,,0,0,14,1,4,254,3,,2,28:46,0,30,2,1,34,2,206,3,37,4,7-13,1,3-17,460,1,6.0,6.1
401411139,NC State,ACC,away,9,18-31,0,16,3-4,0,0,0,0,0,,,,9,160,3,2,0,35:06,,,,4,38,0,95,0,35,3,5-16,1,7-50,255,0,5.2,2.5
401411139,Syracuse,ACC,home,24,16-25,0,20,1-1,0,0,,,2,0,19,1,6,210,3,,2,24:54,0,27,3,2,30,1,179,4,38,7,4-8,,7-60,389,2,8.4,6.0
401411140,Miami,ACC,away,20,29-46,0,22,0-0,0,2,,,0,,,,8,351,2,,2,31:12,0,13,2,1,28,0,107,6,35,7,8-17,0,17-159,458,0,7.6,3.8
401411140,Virginia Tech,ACC,home,14,21-33,0,19,1-1,1,0,,,0,0,13,1,2,179,5,,1,28:48,0,-1,1,3,30,1,78,2,35,7,4-15,1,6-56,257,1,5.4,2.6
401411141,Georgia Tech,ACC,home,9,16-36,1,13,0-1,1,2,1,29,1,,,,3,146,5,2,0,28:12,0,0,1,1,37,0,60,0,38,8,6-21,1,7-61,206,2,4.1,1.6
401411141,Virginia,ACC,away,16,20-35,0,17,1-3,2,1,0,0,2,0,24,2,4,255,6,1,1,31:48,0,46,4,1,38,1,155,8,32,11,2-14,3,10-92,410,4,7.3,4.1
401411142,Clemson,ACC,home,27,15-25,0,27,2-3,2,0,0,0,2,0,53,2,7,157,5,1,0,33:54,0,24,3,1,60,3,293,5,38,9,5-15,2,6-50,450,4,6.3,4.9
401411142,Syracuse,ACC,away,21,18-26,0,17,0-1,0,3,0,0,1,,,,3,167,3,2,1,26:06,0,8,1,1,28,1,124,2,57,4,3-11,0,10-88,291,1,6.4,4.4
401411143,Louisville,ACC,home,24,13-27,0,14,0-2,0,4,0,28,1,,,,6,190,4,2,2,27:28,0,0,1,7,30,0,122,2,38,6,4-13,0,6-70,312,1,7.0,4.1
401411143,Pittsburgh,ACC,away,10,16-29,0,19,0-2,2,0,0,27,2,,,,4,158,2,1,0,32:32,0,-3,3,4,37,1,168,2,29,5,4-11,4,7-57,326,4,5.4,4.5
401411144,Duke,ACC,away,45,13-25,1,14,2-2,2,5,1,57,0,0,16,1,9,136,4,3,1,32:26,,,,1,42,4,200,6,52,7,7-16,2,5-55,336,2,5.4,4.8
401411144,Miami,ACC,home,21,24-37,0,18,1-3,5,2,,,3,0,164,8,3,279,5,,3,27:34,0,10,1,3,31,0,48,3,41,5,4-12,5,3-30,327,8,7.5,1.5
401411145,Boston College,ACC,away,15,24-45,0,15,1-3,1,1,0,0,0,0,133,6,3,259,6,1,1,29:42,0,5,2,0,23,1,56,2,39,4,6-17,2,11-104,315,1,5.8,2.4
401411145,Wake Forest,ACC,home,43,25-40,0,29,1-1,1,2,,,1,0,22,1,5,313,7,,5,30:18,0,5,1,5,35,1,115,2,37,9,7-12,2,3-25,428,2,7.8,3.3
401411146,NC State,ACC,home,22,26-43,0,21,1-1,0,0,,,0,0,68,2,4,296,2,,3,36:09,0,-18,3,9,34,0,60,4,25,7,8-19,4,8-65,356,0,6.9,1.8
401411146,Virginia Tech,ACC,away,21,11-22,0,10,0-0,0,0,,,0,0,68,7,3,243,5,,1,23:51,,,,3,26,2,50,2,33,4,1-11,3,13-69,293,0,11.0,1.9
401411147,Florida State,ACC,home,41,24-39,0,31,1-2,2,0,,,0,0,36,2,11,396,3,,3,34:51,0,33,3,3,43,2,246,4,27,10,9-15,3,13-104,642,2,10.2,5.7
401411147,Georgia Tech,ACC,away,16,20-31,0,16,2-3,0,3,,,0,,,,4,198,4,,1,25:09,,,,2,30,1,66,1,41,3,2-13,1,9-107,264,0,6.4,2.2
401411148,Louisville,ACC,home,48,18-27,2,19,0-2,1,4,2,156,0,0,21,2,12,199,5,4,1,26:24,0,21,2,3,38,3,211,8,54,11,4-12,1,9-95,410,1,7.4,5.6
401411148,Wake Forest,ACC,away,21,26-44,0,29,1-4,4,1,,,4,0,117,6,3,310,3,,2,33:36,,,,1,46,1,92,1,45,6,8-16,5,3-15,402,8,7.0,2.0
401411149,North Carolina,ACC,home,42,34-45,0,26,2-3,0,1,,,0,0,14,1,6,388,6,,5,31:28,0,23,1,6,30,1,86,1,30,5,4-11,1,6-52,474,0,8.6,2.9
401411149,Pittsburgh,ACC,away,24,14-31,0,14,0-1,1,0,,,0,0,35,2,6,236,2,,0,28:32,0,13,3,3,30,3,131,2,47,5,6-15,2,5-48,367,1,7.6,4.4
401411150,Miami,ACC,away,14,15-32,0,17,0-0,0,0,,,0,0,54,2,12,125,6,,0,32:42,0,49,3,0,38,0,147,5,38,11,5-17,1,5-22,272,0,3.9,3.9
401411150,Virginia,ACC,home,12,15-26,0,14,0-1,0,0,,,0,,,,12,208,7,,0,27:18,0,2,1,4,33,0,119,3,35,5,5-16,,6-50,327,0,8.0,3.6
401411151,Boston College,ACC,home,31,27-45,0,21,2-3,0,0,,,0,0,65,4,7,330,2,,4,27:07,0,2,1,2,28,0,75,2,30,6,4-14,1,7-54,405,0,7.3,2.7
401411151,Duke,ACC,away,38,16-24,0,20,0-0,0,0,,,0,0,44,3,8,158,1,,1,32:53,,,,10,41,4,232,5,38,6,5-12,1,7-60,390,0,6.6,5.7
401411152,James Madison,Sun Belt,away,10,4-15,0,9,0-1,0,1,,,0,0,38,3,4,52,0,,0,29:38,0,16,2,2,36,1,141,3,39,10,3-13,0,7-70,193,0,3.5,3.9
401411152,Louisville,ACC,home,34,14-20,0,23,1-2,1,0,,,0,,,,10,223,3,,3,30:22,0,7,3,4,45,1,244,0,19,4,6-13,1,6-73,467,1,11.2,5.4
401411153,Florida State,ACC,away,45,13-16,0,22,1-1,0,4,0,10,1,,,,9,225,2,2,3,31:59,0,6,1,1,49,3,229,3,29,4,6-11,0,4-40,454,1,14.1,4.7
401411153,Miami,ACC,home,3,10-19,0,13,0-0,2,0,0,0,2,0,37,2,3,62,0,1,0,28:01,,,,0,33,0,126,3,40,11,4-13,2,9-72,188,4,3.3,3.8
401411154,NC State,ACC,home,30,18-28,0,24,0-0,0,0,0,54,0,0,80,3,12,210,7,3,3,33:22,,,,7,41,0,115,4,30,9,6-14,,6-38,325,0,7.5,2.8
401411154,Wake Forest,ACC,away,21,29-48,0,22,2-4,0,0,,,3,,,,3,397,3,,2,26:38,0,20,3,4,25,1,17,4,45,8,7-16,,9-74,414,3,8.3,0.7
401411155,Pittsburgh,ACC,home,19,16-24,0,18,0-0,0,0,,,2,0,28,2,5,176,7,,0,36:45,0,29,2,2,48,2,161,6,25,9,7-16,2,9-79,337,2,7.3,3.4
401411155,Syracuse,ACC,away,9,8-23,0,9,0-0,0,0,0,0,0,0,35,1,9,120,1,2,0,23:15,0,14,3,10,25,0,25,1,35,3,3-14,1,4-25,145,0,5.2,1.0
401411156,North Carolina,ACC,away,31,26-37,0,29,2-3,0,0,0,0,0,0,49,2,7,293,6,1,2,33:38,0,57,2,0,40,2,162,1,34,2,7-14,,5-45,455,0,7.9,4.1
401411156,Virginia,ACC,home,28,17-35,0,25,1-1,0,0,,,1,0,48,2,4,232,0,,0,26:22,,,,5,39,4,186,4,41,5,7-13,,8-47,418,1,6.6,4.8
401411157,Georgia Tech,ACC,away,28,19-32,0,22,1-2,0,3,0,1,1,,,,10,253,3,1,1,33:12,0,2,1,1,45,2,210,5,40,5,5-16,0,3-25,463,1,7.9,4.7
401411157,Virginia Tech,ACC,home,27,15-27,2,20,0-0,3,0,1,7,1,0,59,3,3,166,5,1,0,26:48,1,188,7,6,39,2,138,3,37,5,4-12,3,7-55,304,4,6.1,3.5
401411158,Clemson,ACC,home,31,20-28,0,26,0-0,3,1,0,1,0,,,,7,191,5,1,1,31:51,0,23,2,7,45,3,248,4,42,9,4-13,4,4-25,439,3,6.8,5.5
401411158,Louisville,ACC,away,16,23-37,0,15,2-4,1,4,,,1,0,18,1,4,250,2,,1,28:09,0,35,3,1,30,1,150,2,51,8,3-14,3,6-65,400,2,6.8,5.0
401411159,Duke,ACC,home,24,19-31,0,20,2-3,0,0,0,0,1,0,9,1,6,262,3,1,2,38:59,0,29,2,5,41,1,165,2,23,3,8-16,,4-30,427,1,8.5,4.0
401411159,Virginia Tech,ACC,away,7,16-28,0,13,0-2,0,0,0,0,1,0,43,2,1,177,4,1,1,21:01,,,,2,26,0,104,0,30,3,4-12,,0-0,281,1,6.3,4.0
401411160,Georgia Tech,ACC,home,14,24-43,0,23,1-2,0,0,,,4,0,30,3,2,234,0,,2,24:14,,,,0,27,0,129,1,35,3,4-12,,4-30,363,4,5.4,4.8
401411160,Miami,ACC,away,35,14-19,1,21,0-0,0,0,1,99,0,0,19,2,5,136,4,4,3,35:46,,,,2,44,1,217,2,34,9,7-12,,9-79,353,0,7.2,4.9
401411161,Boston College,ACC,away,21,29-48,0,17,1-2,1,3,0,0,2,,,,3,330,2,1,3,29:43,0,6,1,1,23,0,-1,2,38,11,5-17,1,12-97,329,3,6.9,0.0
401411161,NC State,ACC,home,20,12-24,0,21,0-1,3,1,0,0,1,0,46,2,8,135,8,2,1,30:17,0,5,1,12,44,1,200,5,34,13,2-12,3,8-67,335,4,5.6,4.5
401411162,Florida State,ACC,away,38,25-31,0,25,1-2,1,0,0,0,0,,,,8,190,1,1,4,36:11,0,35,5,2,40,1,230,3,28,8,3-9,2,8-75,420,1,6.1,5.8
401411162,Syracuse,ACC,home,3,6-17,0,9,0-0,0,2,,,1,,,,3,65,1,,0,23:49,,,,1,31,0,95,3,54,10,1-11,2,10-72,160,1,3.8,3.1
401411163,Pittsburgh,ACC,away,37,14-24,2,21,1-1,0,0,2,29,0,,,,13,208,3,2,1,36:02,0,85,6,3,48,1,189,8,29,8,6-15,2,9-82,397,0,8.7,3.9
401411163,Virginia,ACC,home,7,17-32,0,14,1-2,0,0,,,2,,,,1,152,4,,1,23:58,0,0,1,2,24,0,-8,0,45,0,2-13,,1-5,144,2,4.8,-0.3
401411164,North Carolina,ACC,away,36,31-49,0,30,0-2,0,0,0,23,0,0,76,4,6,448,4,1,3,33:02,,,,3,38,2,136,1,39,2,10-16,,8-78,584,0,9.1,3.6
401411164,Wake Forest,ACC,home,34,18-31,0,22,4-6,0,0,,,1,0,29,2,4,320,7,,4,26:58,0,14,1,6,41,1,170,3,44,5,3-12,1,7-56,490,1,10.3,4.1
401411165,Clemson,ACC,home,40,24-36,0,27,0-0,2,1,0,2,1,0,24,2,8,240,4,1,2,38:15,0,36,4,3,48,3,207,5,29,7,14-19,5,2-19,447,3,6.7,4.3
401411165,Miami,ACC,away,10,9-18,0,6,0-1,1,4,0,0,1,0,58,2,4,68,5,1,1,21:45,,,,3,24,0,30,3,57,6,3-11,1,6-58,98,2,3.8,1.3
401411166,Florida State,ACC,home,49,13-21,0,23,0-1,0,1,,,0,,,,7,189,9,,2,30:44,0,7,2,4,45,5,251,4,34,6,11-15,2,4-40,440,0,9.0,5.6
401411166,Louisiana,Sun Belt,away,17,19-36,0,18,2-4,1,0,,,0,0,84,5,5,159,0,,1,29:16,0,5,1,2,35,1,132,0,26,2,4-14,1,8-60,291,1,4.4,3.8
401411167,Louisville,ACC,home,25,12-25,1,16,0-1,0,0,0,0,0,1,98,2,13,153,6,1,0,29:26,0,4,2,6,39,1,192,5,35,6,6-16,,7-60,345,0,6.1,4.9
401411167,NC State,ACC,away,10,18-42,0,20,0-3,0,0,,,1,0,89,4,4,214,0,,1,30:34,0,-2,1,3,31,0,77,1,41,4,7-17,1,6-45,291,1,5.1,2.5
401411168,Georgia Tech,ACC,away,21,15-23,0,19,0-0,0,0,0,0,1,0,50,2,3,187,2,1,0,34:27,0,5,1,1,49,3,186,6,39,12,8-15,3,2-20,373,1,8.1,3.8
401411168,North Carolina,ACC,home,17,16-30,0,16,2-4,0,0,0,0,1,0,50,2,5,202,3,1,0,25:33,0,8,2,6,33,2,163,0,38,4,4-14,1,2-25,365,1,6.7,4.9
401411169,Duke,ACC,away,26,24-45,0,18,3-5,2,0,0,33,0,0,44,3,2,290,6,2,3,33:50,0,-4,1,5,27,1,63,1,35,2,7-18,3,3-35,353,2,6.4,2.3
401411169,Pittsburgh,ACC,home,28,15-32,0,16,0-1,0,4,,,2,0,24,5,8,190,8,,1,26:10,0,15,2,11,33,1,120,1,34,3,6-15,2,8-80,310,2,5.9,3.6
401411171,Syracuse,ACC,away,35,18-32,0,21,1-1,0,0,,,1,0,122,5,5,357,3,,2,25:07,0,43,1,1,29,3,120,4,50,6,5-11,,7-49,477,1,11.2,4.1
401411171,Wake Forest,ACC,home,45,30-43,1,36,1-2,0,0,1,36,0,0,0,1,9,331,2,1,4,34:53,0,5,1,5,52,1,212,3,30,7,8-15,2,3-10,543,0,7.7,4.1
401411172,NC State,ACC,away,30,27-41,0,17,1-1,1,0,0,0,0,0,50,2,12,271,2,1,2,25:48,0,43,4,11,25,1,59,2,53,9,4-16,4,8-60,330,1,6.6,2.4
401411172,North Carolina,ACC,home,27,29-49,0,23,3-3,0,1,,,1,0,25,1,9,233,4,,1,34:12,0,12,1,6,40,2,118,1,44,3,5-20,0,7-58,351,1,4.8,3.0
401411173,Boston College,ACC,home,23,29-38,0,22,0-1,2,1,,,0,0,40,2,5,252,3,,2,28:17,0,18,1,2,36,1,89,7,37,11,7-14,2,5-45,341,2,6.6,2.5
401411173,Syracuse,ACC,away,32,21-27,0,23,0-1,1,2,,,0,0,35,1,8,285,1,,2,31:43,,,,1,38,2,158,3,50,7,3-9,1,14-91,443,1,10.6,4.2
401411174,Duke,ACC,home,34,29-41,0,26,0-1,0,0,0,3,1,0,117,5,10,391,6,1,4,36:50,,,,6,30,0,116,3,22,4,6-13,1,5-45,507,1,9.5,3.9
401411174,Wake Forest,ACC,away,31,26-42,0,26,0-1,0,0,0,0,1,0,22,1,7,347,4,1,3,23:10,0,7,1,4,32,1,114,1,34,2,9-15,,3-32,461,1,8.3,3.6
401411175,Miami,ACC,home,16,23-38,0,19,0-2,1,2,0,4,2,0,43,3,4,279,3,1,2,27:42,0,12,1,1,27,0,106,0,35,0,3-12,2,8-80,385,3,7.3,3.9
401411175,Pittsburgh,ACC,away,42,18-28,0,27,0-1,1,2,0,67,1,0,21,1,6,256,4,2,3,32:18,0,16,3,2,35,3,248,6,43,11,4-8,7,5-65,504,2,9.1,7.1
401413203,Chattanooga,Southern,home,31,11-19,,17,0-0,1,2,1,45,0,,,,7,171,,1,1,24:54,0,6,1,,31,2,190,,,,3-9,1,1-5,361,1,9.0,6.1
401413203,Wofford,Southern,away,0,14-21,,14,1-1,2,1,,,1,0,56,3,,133,,,0,35:06,0,2,1,,45,0,97,,,,8-18,2,4-40,230,3,6.3,2.2
401413204,Elon,CAA,away,26,18-26,,18,1-2,0,0,0,0,0,,,,8,230,,1,3,32:49,,,,,41,0,130,,,,7-17,,5-30,360,0,8.8,3.2
401413204,Wofford,Southern,home,0,7-20,,10,0-1,0,0,,,1,,,,,59,,,0,27:11,,,,,33,0,69,,,,2-12,,3-27,128,1,3.0,2.1
401413205,Kennesaw State,Atlantic Sun,home,24,11-14,,20,1-1,2,0,1,104,0,0,57,3,6,107,,2,0,31:36,0,2,1,,49,2,221,,,,8-14,2,5-18,328,2,7.6,4.5
401413205,Wofford,Southern,away,22,25-40,,21,2-2,0,4,,,2,0,67,4,4,358,,,1,28:24,0,8,1,,27,2,35,,,,5-13,0,5-41,393,2,9.0,1.3
401413206,Mercer,Southern,away,42,20-26,,26,1-2,2,0,0,0,0,0,32,2,6,330,,2,2,31:20,,,,,45,4,224,,,,6-11,3,4-34,554,2,12.7,5.0
401413206,Wofford,Southern,home,7,19-34,,9,1-1,0,3,,,2,0,169,6,1,154,,,0,28:40,,,,,25,1,67,,,,4-15,0,5-42,221,2,4.5,2.7
401413207,Samford,Southern,home,28,31-42,,19,0-0,1,0,,,0,0,53,2,4,251,,,2,26:48,0,7,1,,37,2,162,,,,13-22,2,8-74,413,1,6.0,4.4
401413207,Wofford,Southern,away,14,11-28,,14,2-4,0,2,,,0,0,31,2,2,105,,,1,33:12,,,,,38,1,115,,,,5-17,0,2-36,220,0,3.8,3.0
401413208,The Citadel,Southern,away,16,8-16,,15,1-3,1,0,,,1,0,91,5,4,156,,,1,32:44,0,-3,1,,47,1,242,,,,5-15,1,5-39,398,2,9.8,5.1
401413208,Wofford,Southern,home,31,14-24,,15,0-0,0,1,0,3,0,0,26,1,7,232,,1,3,27:16,,,,,32,1,117,,,,5-13,0,9-65,349,0,9.7,3.7
